train_mse_step,train_rmse_step,train_steps_per_sec_step,epoch,step,val_mse_step,val_rmse_step,train_val_rmse_step,val_mse_epoch,val_rmse_epoch,train_val_rmse_epoch,train_mse_epoch,train_rmse_epoch,train_steps_per_sec_epoch
12.253019863227953,3.5004313824481623,5.814787369448349,0,0,,,,,,,,,
11.168161000671013,3.341879860298843,9.278546608459038,0,1,,,,,,,,,
10.239106845953874,3.199860441637084,10.203433784018289,0,2,,,,,,,,,
9.18369325557456,3.0304608982091423,11.848510852644376,0,3,,,,,,,,,
7.913784433989296,2.8131449365415384,10.627142199398257,0,4,,,,,,,,,
6.516977246499638,2.5528370975249555,11.002769488769852,0,5,,,,,,,,,
4.969039316447259,2.2291342078141594,11.833679327576514,0,6,,,,,,,,,
3.3750473557021516,1.8371301956318042,12.697577943514762,0,7,,,,,,,,,
1.9511018492703944,1.3968184739866503,12.719187371118524,0,8,,,,,,,,,
0.8414318906894551,0.9172959667901386,13.311401308799896,0,9,,,,,,,,,
0.24670459083650506,0.4966936589453353,13.213133855051508,0,10,,,,,,,,,
0.0665162249597016,0.25790739609344593,13.739613710760395,0,11,,,,,,,,,
0.549662552838762,0.7413923069730101,12.964143331592586,0,12,,,,,,,,,
1.2563579270451313,1.1208737337653742,12.947000989058342,0,13,,,,,,,,,
1.739197260604112,1.3187862831422352,13.349494623109123,0,14,,,,,,,,,
1.8294376153914673,1.3525670465420438,13.660751178051607,0,15,,,,,,,,,
1.5346564293558684,1.2388125077492027,13.540504819999697,0,16,,,,,,,,,
1.0729612430306013,1.0358384251564532,13.91008852925896,0,17,,,,,,,,,
0.5993289976506744,0.7741634179232925,14.24332655284514,0,18,,,,,,,,,
0.2435302294158942,0.49348782093978183,14.202319190577905,0,19,,,,,,,,,
,,,,0,56.43636227025375,7.512413877726237,8.005901698666019,,,,,,
,,,0,19,,,,56.43636227025375,7.512413877726236,8.005901698666019,,,
0.04651591315372896,0.21567548111393878,13.240221296327162,0,20,,,,,,,,,
0.01590165545957607,0.1261017662825389,13.232669473382813,0,21,,,,,,,,,
0.0739125672187319,0.2718686580294461,13.50302658070659,0,22,,,,,,,,,
0.20059278835888059,0.44787586266607465,13.69071031112988,0,23,,,,,,,,,
0.3352107759928196,0.578973899232789,13.62309288619785,0,24,,,,,,,,,
0.44243298860932095,0.6651563640297828,13.861924964200469,0,25,,,,,,,,,
0.5020927301586684,0.7085850197108802,14.112199255522617,0,26,,,,,,,,,
0.5056737011484176,0.7111073766657309,13.417112016952405,0,27,,,,,,,,,
0.46364198683399827,0.6809126132140587,13.63023296480684,0,28,,,,,,,,,
0.3824146243971062,0.6183968179066789,13.83176667659012,0,29,,,,,,,,,
0.2800283413246118,0.5291770415698435,13.83909779292957,0,30,,,,,,,,,
,,,0,30,,,,,,,2.6063914258648437,1.2646240954365942,12.744821524283854
