train_mse_step,train_rmse_step,train_steps_per_sec_step,epoch,step,val_mse_step,val_rmse_step,train_val_rmse_step,val_mse_epoch,val_rmse_epoch,train_val_rmse_epoch,train_mse_epoch,train_rmse_epoch,train_steps_per_sec_epoch
10.392968742470025,3.223812764797302,5.934935316000076,0,0,,,,,,,,,
9.271826681065324,3.04496743514037,9.395341295590912,0,1,,,,,,,,,
8.69830140421944,2.9492882877432383,11.730283618082131,0,2,,,,,,,,,
8.008742888601015,2.829972241666164,9.792490995498353,0,3,,,,,,,,,
7.2246772429206665,2.6878759723842665,11.023281085876627,0,4,,,,,,,,,
6.307965995540689,2.5115664425893036,12.030907401113389,0,5,,,,,,,,,
5.291858710244663,2.300404031957139,11.999099210480733,0,6,,,,,,,,,
4.114456791027707,2.0284123818956803,12.703619327205054,0,7,,,,,,,,,
3.009663184459136,1.7348380859489845,13.28895968570674,0,8,,,,,,,,,
1.9424121097652356,1.3937044556738833,13.316549296642833,0,9,,,,,,,,,
1.0806361118476318,1.0395364889447758,12.453098630492974,0,10,,,,,,,,,
0.3968497053774476,0.629960082368278,12.88640938860836,0,11,,,,,,,,,
0.07749079161960352,0.27837167891077486,13.194799777160148,0,12,,,,,,,,,
0.14407537987848645,0.37957262793632324,13.181877738654705,0,13,,,,,,,,,
0.5545829804422823,0.7447032834910037,13.584193639485363,0,14,,,,,,,,,
1.0200563675539251,1.0099783995481908,13.744283598901802,0,15,,,,,,,,,
1.3086657601295322,1.1439693003439961,13.678288593000426,0,16,,,,,,,,,
1.369921128452525,1.1704362983317482,13.985154632491122,0,17,,,,,,,,,
1.184931496061867,1.0885455874982302,13.411758397622416,0,18,,,,,,,,,
0.9107056501271892,0.9543089909076563,13.396435752475643,0,19,,,,,,,,,
,,,,0,1060.5409321492518,32.565947432083895,33.52025642299155,,,,,,
,,,0,19,,,,1060.5409321492518,32.565947432083895,33.52025642299155,,,
0.5429826841722024,0.7368735876472995,13.268096771973198,0,20,,,,,,,,,
0.2666749351228538,0.5164057853305419,13.49755563868834,0,21,,,,,,,,,
0.08824638542553224,0.2970629317594712,13.745420711595827,0,22,,,,,,,,,
0.02431150516025928,0.15592147113293692,13.676182564562332,0,23,,,,,,,,,
0.043468093629512136,0.2084900324464269,13.921126288521842,0,24,,,,,,,,,
0.10655707731846738,0.3264308155160407,13.43206243635918,0,25,,,,,,,,,
0.1912306750356951,0.43729929686165186,13.37172724691303,0,26,,,,,,,,,
0.2779309686655506,0.5271915863000382,13.500282272580447,0,27,,,,,,,,,
0.3283399462782392,0.5730095516466014,13.696162518082653,0,28,,,,,,,,,
0.35138034636030163,0.5927734359435328,13.626630400607189,0,29,,,,,,,,,
0.34979279578804395,0.5914328328627385,13.832051415544946,0,30,,,,,,,,,
0.30654206119107563,0.5536624072402565,13.928410651341732,0,31,,,,,,,,,
0.23847929046189018,0.48834341447580737,13.427247435128711,0,32,,,,,,,,,
0.16257385515828515,0.403204483058268,13.573005555926521,0,33,,,,,,,,,
0.0960437658015168,0.3099092864073563,13.719716707935616,0,34,,,,,,,,,
,,,0,34,,,,,,,2.162438385924966,1.1389210216201797,12.827069885624324
